Order_ID,Order_Date,Month,Quarter,Region,City,Service_or_Product,Category,Occasion,Sales_Channel,Unit_Price_INR,Discount_Pct,Quantity,Revenue_INR,Customer_Rating
PP10017,2026-08-20,August,2026Q3,Tamil Nadu,Coimbatore,Pre-Draped Tissue,Tissue,Sangeet,Marketplace,5450,0,1,5450.0,4.7
PP10018,2026-05-31,May,2026Q2,Kerala,Kochi,Pre-Stitched Silk,Silk,Festival,Instagram/WhatsApp,5250,10,2,9450.0,3.8
PP10019,2026-04-04,April,2026Q2,Delhi NCR,Delhi,Ready-to-Wear Organza,Organza,Reception,Marketplace,5150,5,2,9785.0,4.0
PP10020,2026-11-04,November,2026Q4,Maharashtra,Mumbai,Pre-Draped Satin,Satin,Sangeet,Marketplace,3650,0,1,3650.0,4.9
PP10021,2026-07-21,July,2026Q3,Kerala,Kochi,Ready-to-Wear Organza,Organza,Office/Event,Offline Store,5200,20,1,4160.0,4.3
PP10022,2026-08-20,August,2026Q3,Kerala,Kochi,Pre-Draped Satin,Satin,Wedding,Offline Store,5450,5,1,5177.5,4.4
PP10023,2026-11-15,November,2026Q4,Kerala,Kochi,Pre-Pleated Georgette,Georgette,Sangeet,Offline Store,2400,0,2,4800.0,4.6
PP10024,2026-10-27,October,2026Q4,Tamil Nadu,Coimbatore,Ready-to-Wear Organza,Organza,Wedding,Online Website,3300,0,1,3300.0,4.4
PP10025,2026-03-06,March,2026Q1,Kerala,Kochi,Ready Pleated Cotton,Cotton,Festival,Online Website,2200,5,2,4180.0,4.4
PP10026,2026-04-01,April,2026Q2,Tamil Nadu,Chennai,Pre-Stitched Silk,Silk,Sangeet,Marketplace,6600,0,1,6600.0,4.1
PP10027,2026-11-05,November,2026Q4,Maharashtra,Pune,Pre-Draped Tissue,Tissue,Office/Event,Offline Store,4600,10,3,12420.0,4.2
PP10028,2026-12-10,December,2026Q4,Maharashtra,Mumbai,Ready-to-Wear Organza,Organza,Festival,Offline Store,3700,10,2,6660.0,4.0
PP10029,2026-09-30,September,2026Q3,Tamil Nadu,Coimbatore,Pre-Draped Satin,Satin,Office/Event,Online Website,5800,5,1,5510.0,4.5
PP10030,2026-03-19,March,2026Q1,Delhi NCR,Delhi,Ready Pleated Cotton,Cotton,Sangeet,Marketplace,1900,5,2,3610.0,4.1
PP10031,2026-04-16,April,2026Q2,Maharashtra,Mumbai,Ready-to-Wear Organza,Organza,Sangeet,Marketplace,3600,10,2,6480.0,3.4
PP10032,2026-12-22,December,2026Q4,Maharashtra,Mumbai,Ready Pleated Cotton,Cotton,Reception,Offline Store,1450,5,2,2755.0,4.6
PP10033,2026-02-17,February,2026Q1,Maharashtra,Mumbai,Ready-to-Wear Organza,Organza,Office/Event,Offline Store,3800,10,1,3420.0,3.7
PP10034,2026-02-04,February,2026Q1,Karnataka,Bengaluru,Pre-Pleated Georgette,Georgette,Reception,Instagram/WhatsApp,3750,20,1,3000.0,4.3
PP10035,2026-11-05,November,2026Q4,Tamil Nadu,Coimbatore,Pre-Draped Satin,Satin,Office/Event,Offline Store,3250,15,2,5525.0,4.3
PP10036,2026-08-18,August,2026Q3,Telangana,Hyderabad,Pre-Pleated Georgette,Georgette,Reception,Instagram/WhatsApp,2250,15,2,3825.0,4.0
PP10037,2026-09-06,September,2026Q3,Maharashtra,Pune,Ready-to-Wear Organza,Organza,Party,Offline Store,4650,0,2,9300.0,4.7
PP10038,2026-12-14,December,2026Q4,Kerala,Kochi,Pre-Draped Tissue,Tissue,Wedding,Online Website,4200,10,1,3780.0,4.6
PP10039,2026-08-29,August,2026Q3,Maharashtra,Mumbai,Pre-Pleated Georgette,Georgette,Wedding,Marketplace,2850,10,2,5130.0,3.9
PP10040,2026-05-17,May,2026Q2,Telangana,Hyderabad,Ready-to-Wear Organza,Organza,Wedding,Offline Store,4050,0,3,12150.0,4.2
PP10041,2026-12-29,December,2026Q4,Kerala,Kochi,Pre-Draped Tissue,Tissue,Office/Event,Offline Store,6100,5,2,11590.0,4.2
PP10042,2026-03-14,March,2026Q1,Maharashtra,Mumbai,Ready-to-Wear Organza,Organza,Wedding,Online Website,4600,5,1,4370.0,4.2
PP10043,2026-07-29,July,2026Q3,Karnataka,Bengaluru,Pre-Draped Satin,Satin,Festival,Online Website,5750,10,1,5175.0,4.1
PP10044,2026-09-22,September,2026Q3,Maharashtra,Mumbai,Pre-Pleated Georgette,Georgette,Reception,Offline Store,3850,0,2,7700.0,4.2
PP10045,2026-11-24,November,2026Q4,Tamil Nadu,Coimbatore,Pre-Draped Tissue,Tissue,Wedding,Marketplace,3200,5,2,6080.0,4.3
PP10046,2026-05-21,May,2026Q2,Karnataka,Bengaluru,Pre-Stitched Silk,Silk,Party,Instagram/WhatsApp,5500,15,2,9350.0,4.5
PP10047,2026-12-17,December,2026Q4,Delhi NCR,Delhi,Pre-Draped Tissue,Tissue,Reception,Online Website,4350,10,2,7830.0,4.7
PP10048,2026-07-11,July,2026Q3,Maharashtra,Pune,Pre-Pleated Georgette,Georgette,Festival,Marketplace,3350,0,1,3350.0,4.3
PP10049,2026-08-14,August,2026Q3,Maharashtra,Mumbai,Ready-to-Wear Organza,Organza,Festival,Online Website,4400,10,2,7920.0,4.3
PP10050,2026-05-31,May,2026Q2,Kerala,Kochi,Pre-Draped Satin,Satin,Wedding,Marketplace,3650,0,1,3650.0,3.7
PP10051,2026-08-02,August,2026Q3,Telangana,Hyderabad,Ready Pleated Cotton,Cotton,Office/Event,Offline Store,2050,0,1,2050.0,4.5
PP10052,2026-04-08,April,2026Q2,Maharashtra,Pune,Pre-Pleated Georgette,Georgette,Reception,Instagram/WhatsApp,3000,15,3,7650.0,5.0
PP10053,2026-11-19,November,2026Q4,Tamil Nadu,Coimbatore,Pre-Draped Satin,Satin,Wedding,Online Website,4700,15,2,7990.0,4.3
PP10054,2026-09-05,September,2026Q3,Maharashtra,Mumbai,Pre-Pleated Georgette,Georgette,Party,Instagram/WhatsApp,3200,15,2,5440.0,3.9
PP10055,2026-11-21,November,2026Q4,Kerala,Kochi,Pre-Stitched Silk,Silk,Wedding,Online Website,4850,20,2,7760.0,4.8
PP10056,2026-04-23,April,2026Q2,Tamil Nadu,Chennai,Pre-Draped Tissue,Tissue,Sangeet,Instagram/WhatsApp,5350,20,2,8560.0,4.6
PP10057,2026-10-10,October,2026Q4,Tamil Nadu,Chennai,Pre-Draped Tissue,Tissue,Wedding,Online Website,6100,15,1,5185.0,4.6
PP10058,2026-05-24,May,2026Q2,Karnataka,Bengaluru,Pre-Draped Satin,Satin,Wedding,Instagram/WhatsApp,3350,5,2,6365.0,4.9
PP10059,2026-09-18,September,2026Q3,Telangana,Hyderabad,Pre-Stitched Silk,Silk,Wedding,Instagram/WhatsApp,5350,10,2,9630.0,4.5
PP10060,2026-01-28,January,2026Q1,Tamil Nadu,Coimbatore,Pre-Stitched Silk,Silk,Festival,Offline Store,5750,5,2,10925.0,4.6
PP10061,2026-10-16,October,2026Q4,Tamil Nadu,Coimbatore,Ready Pleated Cotton,Cotton,Festival,Online Website,2100,5,2,3990.0,4.1
PP10062,2026-04-08,April,2026Q2,Karnataka,Bengaluru,Pre-Pleated Georgette,Georgette,Sangeet,Instagram/WhatsApp,3500,15,2,5950.0,4.6
PP10063,2026-02-13,February,2026Q1,Delhi NCR,Delhi,Pre-Stitched Silk,Silk,Party,Online Website,4800,5,2,9120.0,4.5
PP10064,2026-07-25,July,2026Q3,Maharashtra,Pune,Ready Pleated Cotton,Cotton,Festival,Online Website,1600,20,2,2560.0,4.4
PP10065,2026-02-11,February,2026Q1,Telangana,Hyderabad,Ready-to-Wear Organza,Organza,Party,Offline Store,5050,0,1,5050.0,4.4
PP10066,2026-03-19,March,2026Q1,Tamil Nadu,Chennai,Pre-Draped Satin,Satin,Festival,Marketplace,4350,15,2,7395.0,4.4
PP10067,2026-02-16,February,2026Q1,Tamil Nadu,Coimbatore,Pre-Pleated Georgette,Georgette,Sangeet,Instagram/WhatsApp,4100,15,2,6970.0,4.7
PP10068,2026-03-20,March,2026Q1,Tamil Nadu,Coimbatore,Pre-Draped Satin,Satin,Festival,Marketplace,5950,0,1,5950.0,4.3
PP10069,2026-01-24,January,2026Q1,Delhi NCR,Delhi,Ready Pleated Cotton,Cotton,Office/Event,Offline Store,2600,0,2,5200.0,4.6
PP10070,2026-07-07,July,2026Q3,Maharashtra,Pune,Ready-to-Wear Organza,Organza,Sangeet,Offline Store,2950,15,2,5015.0,4.3
PP10071,2026-12-12,December,2026Q4,Tamil Nadu,Coimbatore,Pre-Draped Tissue,Tissue,Reception,Online Website,4150,5,1,3942.5,4.9
PP10072,2026-06-04,June,2026Q2,Tamil Nadu,Chennai,Pre-Draped Satin,Satin,Festival,Offline Store,5200,5,1,4940.0,4.2
PP10073,2026-09-03,September,2026Q3,Delhi NCR,Delhi,Pre-Draped Tissue,Tissue,Sangeet,Offline Store,3300,0,2,6600.0,4.4
PP10074,2026-02-21,February,2026Q1,Maharashtra,Pune,Pre-Draped Tissue,Tissue,Party,Online Website,4000,0,1,4000.0,3.7
PP10075,2026-02-23,February,2026Q1,Maharashtra,Mumbai,Ready Pleated Cotton,Cotton,Wedding,Offline Store,1900,5,1,1805.0,4.7
PP10076,2026-09-11,September,2026Q3,Tamil Nadu,Coimbatore,Pre-Draped Satin,Satin,Wedding,Offline Store,5050,20,2,8080.0,4.3
PP10077,2026-08-08,August,2026Q3,Telangana,Hyderabad,Ready Pleated Cotton,Cotton,Sangeet,Marketplace,2600,15,2,4420.0,4.3
PP10078,2026-10-20,October,2026Q4,Tamil Nadu,Coimbatore,Pre-Draped Tissue,Tissue,Festival,Instagram/WhatsApp,5950,10,2,10710.0,4.3
PP10079,2026-07-28,July,2026Q3,Telangana,Hyderabad,Ready Pleated Cotton,Cotton,Reception,Offline Store,2800,5,2,5320.0,3.8
PP10080,2026-12-22,December,2026Q4,Tamil Nadu,Coimbatore,Pre-Pleated Georgette,Georgette,Wedding,Offline Store,3750,5,2,7125.0,4.8
PP10081,2026-09-04,September,2026Q3,Kerala,Kochi,Pre-Stitched Silk,Silk,Reception,Offline Store,5150,5,1,4892.5,4.7
PP10082,2026-11-06,November,2026Q4,Karnataka,Bengaluru,Ready Pleated Cotton,Cotton,Party,Online Website,2150,15,2,3655.0,4.4
PP10083,2026-08-07,August,2026Q3,Tamil Nadu,Coimbatore,Pre-Draped Tissue,Tissue,Wedding,Marketplace,6100,10,2,10980.0,5.0
PP10084,2026-01-13,January,2026Q1,Tamil Nadu,Chennai,Pre-Pleated Georgette,Georgette,Reception,Offline Store,3200,5,1,3040.0,3.8
PP10085,2026-05-08,May,2026Q2,Maharashtra,Mumbai,Pre-Draped Tissue,Tissue,Party,Marketplace,6150,15,3,15682.5,4.2
PP10086,2026-10-29,October,2026Q4,Delhi NCR,Delhi,Pre-Stitched Silk,Silk,Wedding,Offline Store,7250,15,1,6162.5,4.2
PP10087,2026-04-26,April,2026Q2,Tamil Nadu,Coimbatore,Pre-Pleated Georgette,Georgette,Wedding,Offline Store,3950,5,2,7505.0,5.0
PP10088,2026-09-18,September,2026Q3,Karnataka,Bengaluru,Pre-Stitched Silk,Silk,Wedding,Offline Store,5800,10,2,10440.0,4.6
PP10089,2026-02-14,February,2026Q1,Telangana,Hyderabad,Pre-Stitched Silk,Silk,Wedding,Online Website,6700,5,2,12730.0,4.2
PP10090,2026-05-29,May,2026Q2,Telangana,Hyderabad,Ready-to-Wear Organza,Organza,Festival,Online Website,4750,0,1,4750.0,4.2
PP10091,2026-10-11,October,2026Q4,Kerala,Kochi,Pre-Draped Tissue,Tissue,Party,Online Website,3800,0,2,7600.0,4.3
PP10092,2026-07-03,July,2026Q3,Tamil Nadu,Chennai,Pre-Draped Tissue,Tissue,Office/Event,Online Website,4900,5,1,4655.0,4.5
PP10093,2026-08-02,August,2026Q3,Tamil Nadu,Chennai,Pre-Draped Satin,Satin,Party,Online Website,3150,15,3,8032.5,4.4
PP10094,2026-07-18,July,2026Q3,Tamil Nadu,Chennai,Ready-to-Wear Organza,Organza,Party,Instagram/WhatsApp,3200,0,1,3200.0,4.3
PP10095,2026-05-29,May,2026Q2,Tamil Nadu,Chennai,Pre-Draped Tissue,Tissue,Party,Marketplace,3450,0,1,3450.0,4.6
PP10096,2026-12-18,December,2026Q4,Tamil Nadu,Coimbatore,Pre-Pleated Georgette,Georgette,Festival,Online Website,3450,10,2,6210.0,4.4
PP10097,2026-07-06,July,2026Q3,Maharashtra,Mumbai,Ready-to-Wear Organza,Organza,Wedding,Offline Store,4250,0,1,4250.0,3.8
PP10098,2026-04-08,April,2026Q2,Tamil Nadu,Chennai,Pre-Stitched Silk,Silk,Sangeet,Offline Store,6200,15,2,10540.0,3.9
PP10099,2026-04-17,April,2026Q2,Karnataka,Bengaluru,Pre-Draped Satin,Satin,Reception,Marketplace,5250,10,2,9450.0,5.0
PP10100,2026-07-20,July,2026Q3,Kerala,Kochi,Pre-Draped Tissue,Tissue,Party,Online Website,4850,15,2,8245.0,3.7
PP10101,2026-05-13,May,2026Q2,Maharashtra,Pune,Pre-Draped Satin,Satin,Festival,Instagram/WhatsApp,4300,0,3,12900.0,4.3
PP10102,2026-06-02,June,2026Q2,Tamil Nadu,Coimbatore,Pre-Pleated Georgette,Georgette,Sangeet,Offline Store,3250,0,1,3250.0,4.7
PP10103,2026-08-26,August,2026Q3,Karnataka,Bengaluru,Ready-to-Wear Organza,Organza,Sangeet,Instagram/WhatsApp,4250,15,1,3612.5,4.3
PP10104,2026-09-03,September,2026Q3,Telangana,Hyderabad,Ready-to-Wear Organza,Organza,Office/Event,Instagram/WhatsApp,4800,5,2,9120.0,4.3
PP10105,2026-11-23,November,2026Q4,Kerala,Kochi,Ready Pleated Cotton,Cotton,Festival,Offline Store,2300,10,1,2070.0,4.2
PP10106,2026-08-28,August,2026Q3,Karnataka,Bengaluru,Pre-Draped Satin,Satin,Party,Online Website,4300,10,2,7740.0,4.7
PP10107,2026-09-01,September,2026Q3,Tamil Nadu,Coimbatore,Pre-Stitched Silk,Silk,Office/Event,Offline Store,5850,10,2,10530.0,3.2
PP10108,2026-02-04,February,2026Q1,Tamil Nadu,Chennai,Pre-Pleated Georgette,Georgette,Reception,Online Website,3850,0,1,3850.0,4.2
PP10109,2026-04-25,April,2026Q2,Tamil Nadu,Coimbatore,Pre-Stitched Silk,Silk,Sangeet,Instagram/WhatsApp,5550,10,3,14985.0,3.8
PP10110,2026-12-24,December,2026Q4,Delhi NCR,Delhi,Pre-Draped Tissue,Tissue,Festival,Offline Store,3600,5,2,6840.0,3.9
PP10111,2026-06-25,June,2026Q2,Karnataka,Bengaluru,Ready-to-Wear Organza,Organza,Party,Online Website,3500,10,1,3150.0,4.5
PP10112,2026-07-04,July,2026Q3,Maharashtra,Mumbai,Ready Pleated Cotton,Cotton,Sangeet,Marketplace,1900,20,2,3040.0,4.4
PP10113,2026-11-02,November,2026Q4,Maharashtra,Pune,Pre-Stitched Silk,Silk,Reception,Offline Store,5900,0,2,11800.0,4.0
PP10114,2026-06-01,June,2026Q2,Kerala,Kochi,Ready Pleated Cotton,Cotton,Festival,Marketplace,1650,15,2,2805.0,3.7
PP10115,2026-11-22,November,2026Q4,Tamil Nadu,Chennai,Pre-Pleated Georgette,Georgette,Reception,Offline Store,3850,5,2,7315.0,3.8
PP10116,2026-04-23,April,2026Q2,Karnataka,Bengaluru,Pre-Draped Tissue,Tissue,Wedding,Instagram/WhatsApp,4350,5,2,8265.0,3.7
PP10117,2026-02-04,February,2026Q1,Maharashtra,Mumbai,Pre-Draped Satin,Satin,Reception,Instagram/WhatsApp,5650,10,1,5085.0,4.6
PP10118,2026-12-19,December,2026Q4,Maharashtra,Mumbai,Pre-Pleated Georgette,Georgette,Wedding,Instagram/WhatsApp,3050,15,1,2592.5,5.0
PP10119,2026-08-17,August,2026Q3,Kerala,Kochi,Pre-Stitched Silk,Silk,Wedding,Online Website,6950,5,1,6602.5,4.0
PP10120,2026-08-12,August,2026Q3,Kerala,Kochi,Pre-Pleated Georgette,Georgette,Wedding,Marketplace,2300,0,2,4600.0,5.0
PP10121,2026-12-16,December,2026Q4,Tamil Nadu,Coimbatore,Pre-Draped Satin,Satin,Sangeet,Offline Store,5350,15,1,4547.5,3.6
PP10122,2026-01-05,January,2026Q1,Maharashtra,Mumbai,Ready-to-Wear Organza,Organza,Wedding,Marketplace,2900,0,2,5800.0,4.0
PP10123,2026-08-14,August,2026Q3,Maharashtra,Mumbai,Pre-Draped Satin,Satin,Party,Instagram/WhatsApp,5800,10,1,5220.0,4.4
PP10124,2026-07-21,July,2026Q3,Delhi NCR,Delhi,Pre-Draped Tissue,Tissue,Office/Event,Offline Store,4250,0,2,8500.0,4.6
PP10125,2026-01-28,January,2026Q1,Telangana,Hyderabad,Pre-Draped Tissue,Tissue,Wedding,Marketplace,4000,0,1,4000.0,4.4
PP10126,2026-11-15,November,2026Q4,Tamil Nadu,Chennai,Pre-Draped Tissue,Tissue,Festival,Instagram/WhatsApp,5950,5,1,5652.5,4.5
PP10127,2026-10-22,October,2026Q4,Delhi NCR,Delhi,Pre-Stitched Silk,Silk,Wedding,Online Website,6350,15,2,10795.0,3.9
PP10128,2026-02-04,February,2026Q1,Maharashtra,Pune,Ready-to-Wear Organza,Organza,Wedding,Online Website,4050,15,2,6885.0,4.9
PP10129,2026-05-04,May,2026Q2,Maharashtra,Pune,Ready Pleated Cotton,Cotton,Party,Offline Store,2650,0,2,5300.0,4.0
PP10130,2026-02-25,February,2026Q1,Maharashtra,Pune,Pre-Draped Tissue,Tissue,Sangeet,Marketplace,5350,10,1,4815.0,4.4
PP10131,2026-04-24,April,2026Q2,Maharashtra,Mumbai,Pre-Draped Satin,Satin,Festival,Online Website,5150,0,1,5150.0,4.6
PP10132,2026-05-08,May,2026Q2,Telangana,Hyderabad,Pre-Draped Satin,Satin,Reception,Offline Store,4500,0,2,9000.0,4.7
PP10133,2026-07-12,July,2026Q3,Tamil Nadu,Chennai,Pre-Draped Satin,Satin,Wedding,Online Website,5300,0,1,5300.0,4.8
PP10134,2026-02-24,February,2026Q1,Tamil Nadu,Chennai,Pre-Pleated Georgette,Georgette,Wedding,Instagram/WhatsApp,3200,10,1,2880.0,3.8
PP10135,2026-04-29,April,2026Q2,Tamil Nadu,Coimbatore,Ready-to-Wear Organza,Organza,Reception,Offline Store,4950,0,1,4950.0,3.8
PP10136,2026-06-19,June,2026Q2,Maharashtra,Pune,Pre-Draped Satin,Satin,Festival,Instagram/WhatsApp,4400,10,2,7920.0,4.5
PP10137,2026-11-13,November,2026Q4,Karnataka,Bengaluru,Ready-to-Wear Organza,Organza,Party,Offline Store,4300,10,1,3870.0,4.3
PP10138,2026-12-21,December,2026Q4,Tamil Nadu,Chennai,Pre-Pleated Georgette,Georgette,Reception,Instagram/WhatsApp,3150,5,2,5985.0,3.8
PP10139,2026-08-04,August,2026Q3,Delhi NCR,Delhi,Pre-Pleated Georgette,Georgette,Wedding,Offline Store,3300,15,2,5610.0,4.7
PP10140,2026-12-14,December,2026Q4,Telangana,Hyderabad,Pre-Stitched Silk,Silk,Wedding,Online Website,8100,15,1,6885.0,4.6
PP10141,2026-02-10,February,2026Q1,Maharashtra,Mumbai,Ready Pleated Cotton,Cotton,Reception,Online Website,2600,0,2,5200.0,4.6
PP10142,2026-04-10,April,2026Q2,Telangana,Hyderabad,Pre-Draped Tissue,Tissue,Sangeet,Online Website,6100,5,2,11590.0,4.5
PP10143,2026-08-23,August,2026Q3,Maharashtra,Pune,Pre-Stitched Silk,Silk,Festival,Marketplace,6450,0,2,12900.0,4.5
PP10144,2026-09-16,September,2026Q3,Kerala,Kochi,Pre-Stitched Silk,Silk,Reception,Offline Store,6050,0,1,6050.0,4.5
PP10145,2026-03-30,March,2026Q1,Delhi NCR,Delhi,Ready Pleated Cotton,Cotton,Festival,Offline Store,2600,15,1,2210.0,5.0
PP10146,2026-03-08,March,2026Q1,Tamil Nadu,Chennai,Pre-Draped Tissue,Tissue,Reception,Online Website,6050,15,1,5142.5,4.7
PP10147,2026-01-30,January,2026Q1,Maharashtra,Pune,Pre-Pleated Georgette,Georgette,Festival,Instagram/WhatsApp,3900,0,2,7800.0,4.1
PP10148,2026-08-01,August,2026Q3,Karnataka,Bengaluru,Pre-Draped Tissue,Tissue,Reception,Online Website,3650,10,2,6570.0,3.7
PP10149,2026-01-02,January,2026Q1,Maharashtra,Pune,Pre-Draped Tissue,Tissue,Party,Instagram/WhatsApp,5600,0,1,5600.0,5.0
PP10150,2026-03-18,March,2026Q1,Kerala,Kochi,Pre-Pleated Georgette,Georgette,Sangeet,Instagram/WhatsApp,2950,0,1,2950.0,4.0
PP10151,2026-05-15,May,2026Q2,Delhi NCR,Delhi,Pre-Pleated Georgette,Georgette,Reception,Marketplace,3150,5,2,5985.0,4.4
PP10152,2026-02-05,February,2026Q1,Tamil Nadu,Coimbatore,Pre-Draped Satin,Satin,Festival,Online Website,3000,20,1,2400.0,4.4
PP10153,2026-08-05,August,2026Q3,Telangana,Hyderabad,Ready Pleated Cotton,Cotton,Office/Event,Offline Store,2450,20,2,3920.0,4.5
PP10154,2026-02-25,February,2026Q1,Tamil Nadu,Coimbatore,Ready Pleated Cotton,Cotton,Festival,Marketplace,2250,15,2,3825.0,3.6
PP10155,2026-11-30,November,2026Q4,Maharashtra,Mumbai,Pre-Draped Satin,Satin,Sangeet,Online Website,5650,0,2,11300.0,3.8
PP10156,2026-07-18,July,2026Q3,Delhi NCR,Delhi,Pre-Draped Satin,Satin,Reception,Online Website,3200,5,2,6080.0,4.7
PP10157,2026-11-10,November,2026Q4,Maharashtra,Mumbai,Pre-Pleated Georgette,Georgette,Sangeet,Online Website,3100,0,1,3100.0,4.9
PP10158,2026-12-08,December,2026Q4,Maharashtra,Pune,Ready Pleated Cotton,Cotton,Wedding,Online Website,2600,0,2,5200.0,4.1
PP10159,2026-04-27,April,2026Q2,Tamil Nadu,Chennai,Ready-to-Wear Organza,Organza,Sangeet,Marketplace,5200,0,3,15600.0,4.0
PP10160,2026-08-29,August,2026Q3,Kerala,Kochi,Pre-Stitched Silk,Silk,Wedding,Instagram/WhatsApp,5750,10,1,5175.0,4.0
PP10161,2026-08-01,August,2026Q3,Maharashtra,Mumbai,Ready Pleated Cotton,Cotton,Office/Event,Marketplace,2150,20,2,3440.0,4.0
PP10162,2026-09-02,September,2026Q3,Tamil Nadu,Coimbatore,Ready Pleated Cotton,Cotton,Party,Online Website,1600,10,2,2880.0,4.5
PP10163,2026-09-05,September,2026Q3,Delhi NCR,Delhi,Pre-Pleated Georgette,Georgette,Party,Online Website,3300,0,1,3300.0,4.3
PP10164,2026-10-14,October,2026Q4,Kerala,Kochi,Pre-Stitched Silk,Silk,Reception,Instagram/WhatsApp,7100,0,3,21300.0,3.8
PP10165,2026-03-14,March,2026Q1,Karnataka,Bengaluru,Ready-to-Wear Organza,Organza,Wedding,Offline Store,3300,10,1,2970.0,4.6
PP10166,2026-05-03,May,2026Q2,Delhi NCR,Delhi,Pre-Draped Satin,Satin,Sangeet,Offline Store,5200,0,1,5200.0,3.7
PP10167,2026-02-19,February,2026Q1,Telangana,Hyderabad,Pre-Stitched Silk,Silk,Festival,Instagram/WhatsApp,7300,0,2,14600.0,4.7
PP10168,2026-03-11,March,2026Q1,Karnataka,Bengaluru,Pre-Pleated Georgette,Georgette,Wedding,Online Website,2550,0,1,2550.0,4.0
PP10169,2026-09-02,September,2026Q3,Tamil Nadu,Chennai,Pre-Stitched Silk,Silk,Wedding,Marketplace,5950,5,2,11305.0,4.5
PP10170,2026-12-12,December,2026Q4,Telangana,Hyderabad,Pre-Draped Tissue,Tissue,Reception,Offline Store,5200,5,2,9880.0,5.0
PP10171,2026-07-28,July,2026Q3,Maharashtra,Mumbai,Pre-Stitched Silk,Silk,Reception,Offline Store,6700,0,1,6700.0,4.8
PP10172,2026-07-16,July,2026Q3,Delhi NCR,Delhi,Ready Pleated Cotton,Cotton,Office/Event,Online Website,2150,0,1,2150.0,4.5
PP10173,2026-11-23,November,2026Q4,Tamil Nadu,Chennai,Pre-Draped Satin,Satin,Sangeet,Marketplace,3450,0,1,3450.0,4.5
PP10174,2026-05-10,May,2026Q2,Kerala,Kochi,Pre-Stitched Silk,Silk,Festival,Instagram/WhatsApp,7550,10,1,6795.0,4.2
PP10175,2026-04-10,April,2026Q2,Tamil Nadu,Chennai,Ready-to-Wear Organza,Organza,Wedding,Marketplace,3300,0,1,3300.0,4.0
PP10176,2026-04-30,April,2026Q2,Tamil Nadu,Coimbatore,Ready Pleated Cotton,Cotton,Reception,Online Website,1800,10,3,4860.0,4.2
PP10177,2026-01-06,January,2026Q1,Kerala,Kochi,Pre-Draped Satin,Satin,Sangeet,Instagram/WhatsApp,3550,20,2,5680.0,4.3
PP10178,2026-05-10,May,2026Q2,Telangana,Hyderabad,Ready-to-Wear Organza,Organza,Festival,Offline Store,3400,5,1,3230.0,4.1
PP10179,2026-05-30,May,2026Q2,Kerala,Kochi,Pre-Draped Tissue,Tissue,Sangeet,Online Website,5100,15,3,13005.0,4.6
